operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Florida|,"-34.536682,-58.507827",670000,USD,10158808,670000,,350,,1914.285714,,5,,http://florida.properati.com.ar/12s4g_venta_casa_florida_suite_jardin_lavadero_parrilla_piscina_quincho_toilette_vestidor_dependencias_garage_re-max-ayres-ii
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Castelar|,"-34.6441466,-58.6383497",380000,USD,5761712,380000,270,200,1407.407407,1900,,,,http://castelar-moron.properati.com.ar/118d1_venta_casa_castelar_suite_jardin_lavadero_toilette_vestidor_luminoso_garage_eduardo-grania
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,,290000,USD,4397096,290000,140,113,2071.428571,2566.371681,1,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/nl4p_venta_departamentos_bs-as-g-b-a-zona-norte_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,,210000,USD,3184104,210000,650,150,323.0769231,1400,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/10h5a_venta_casa_tigre_0_suite_lavadero_parrilla_gaitan-alejandra-gaitan-b-csi-5938
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,,229000,USD,3472189.6,229000,610,160,375.4098361,1431.25,,,,http://benavidez.properati.com.ar/zglb_venta_casa_benavidez_0_suite_jardin_parrilla_piscina_terraza_luminoso_tenis_impecable_novoa-propiedades_auw
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|,"-34.9122806112,-57.9611705716",,,,,0,65,,,,3,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/xw6u_venta_departamentos_la-plata_balcon_patio_luminoso_lujoso_aire-acondicionado_estrenar_land-estate
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Miguel|San Miguel|,"-34.547129,-58.747201",,,,,,,,,,2,,http://san-miguel-san-miguel.properati.com.ar/11kdz_venta_departamentos_san-miguel_jardin_piscina_garage_re-max-oeste
sell,apartment,|Argentina|Capital Federal|Puerto Madero|,"-34.6153103,-58.3619834",412650,USD,6256764.36,412650,131,120,3150,3438.75,,3,,http://puerto-madero.properati.com.ar/12j5t_venta_departamentos_puerto-madero_toilette_le-bleu
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Villa Dominico|,"-34.6924391553,-58.3317204363",200000,USD,3032480,200000,,,,,,,,http://villa-dominico.properati.com.ar/yx5z_venta_casa_villa-dominico_patio_quincho_garage_inmobiliaria-perez
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4430618,-58.5579643",88000,USD,1334291.2,88000,0,56,,1571.428571,,3,1000,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/11pjy_venta_departamentos_san-fernando_garage_amenities_inmobiliaria-pastura
sell,apartment,|Argentina|Capital Federal|San Cristobal|,"-34.616182,-58.3926968",80000,USD,1212992,80000,55,55,1454.545455,1454.545455,,3,,http://san-cristobal.properati.com.ar/11de1_venta_departamentos_san-cristobal_luminoso_migliorisi-propiedades_cy1
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.46684,-58.5570443",640000,USD,9703936,640000,0,270,,2370.37037,,5,5445,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/1061w_venta_casa_san-fernando_baulera_suite_jardin_lavadero_piscina_toilette_vestidor_dependencias_garage_losa-radiante_narvaez-y-cia
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Berazategui|Ranelagh|,"-34.7889318,-58.2004565",,,,,1300,200,,,,2,,http://ranelagh.properati.com.ar/jzos_venta_casa_ranelagh_calle-364
sell,PH,|Argentina|Capital Federal|Parque Chacabuco|,"-34.6399496,-58.4443563",250000,USD,3790600,250000,385,240,649.3506494,1041.666667,,,,http://parque-chacabuco.properati.com.ar/1141z_venta_ph_parque-chacabuco_lavadero_quincho_terraza_luminoso_garage_lepore-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|Villa Ballester|,"-34.5464029,-58.5452439",79000,USD,1197829.6,79000,,60,,1316.666667,,3,,http://villa-ballester.properati.com.ar/100nc_venta_departamentos_villa-ballester_placard_falugue-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Burzaco|,"-34.8169739878,-58.3852319229",65000,USD,985556,65000,260,146,250,445.2054795,,,,http://burzaco.properati.com.ar/fzan_venta_casa_burzaco
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,,670000,USD,10158808,670000,345,260,1942.028986,2576.923077,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/rbo1_venta_casa_san-isidro_0
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|,"-34.4025013557,-58.6935031414",320000,USD,4851968,320000,208,178,1538.461538,1797.752809,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11put_venta_casa_tigre_suite_jardin_lavadero_parrilla_toilette_vestidor_garage_losa-radiante_bustamante-propiedades_be7
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,69000,USD,1046205.6,69000,,33,,2090.909091,,2,,http://haedo.properati.com.ar/s6q3_venta_departamentos_moron
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,,,,,,300,250,,,,4,,http://san-justo-la-matanza.properati.com.ar/saxp_venta_casa_la-matanza
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Ituzaingó|,"-34.6558265,-58.6607378",,,,,0,175,,,,5,,http://ituzaingo.properati.com.ar/zn04_venta_casa_ituzaingo_placard_paradela-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Barrio Privado Villa Olivos|,"-34.444193,-58.729718",270000,USD,4093848,270000,,235,,1148.93617,,4,,http://barrio-privado-villa-olivos.properati.com.ar/10xyz_venta_casa_escobar_lavadero_parrilla_piscina_quincho_lujoso_dependencias_re-max-uno-iii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Morón|,,,,,,,40,,,,2,,http://moron.properati.com.ar/sbex_venta_departamentos_moron
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|La Lucila|,"-34.5004664,-58.4971754",155000,USD,2350172,155000,0,69,,2246.376812,,,,http://la-lucila.properati.com.ar/zrls_venta_departamentos_la-lucila_diaz-velez_1500_parrilla_terraza_luminoso_palomino-propiedades-paula
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.603468,-58.4394585",61900,USD,938552.56,61900,,,,,,,,http://villa-crespo.properati.com.ar/y281_venta_departamentos_villa-crespo_balcon_garage_aire-acondicionado_estrenar_iglesias-propiedades
sell,store,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|San Isidro|,"-34.476385,-58.556442",110000,USD,1667864,110000,,20,,5500,,,,http://san-isidro.properati.com.ar/wenm_venta_local_san-isidro
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Ituzaingó|Parque Leloir|,,,,,,,,,,,,,http://parque-leloir.properati.com.ar/11edu_venta_casa_parque-leloir_suite_parrilla_piscina_quincho_toilette_vestidor_garage_r-tavella-inmuebles_cz9
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5552325906,-58.4922764616",,,,,,,,,,3,,http://saavedra.properati.com.ar/1085p_venta_departamentos_saavedra_avenida-doctor-ricardo-balbin_balcon_gimnasio_lavadero_parrilla_piscina_sum_luminoso_aire-acondicionado_estrenar_buyma-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Avellaneda|,"-34.6604304,-58.3630051",92000,USD,1394940.8,92000,53,50,1735.849057,1840,1,2,,http://avellaneda.properati.com.ar/ixi5_venta_departamento_avellaneda_25-de-mayo_200
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,"-34.6573464,-58.564366854",750000,USD,11371800,750000,,,,,,4,,http://ramos-mejia.properati.com.ar/10puu_venta_casa_ramos-mejia_suite_hidromasaje_parrilla_piscina_quincho_terraza_toilette_vestidor_garage_russo-propiedades
sell,apartment,|Argentina|Capital Federal|Villa Luro|,"-34.639095,-58.504185",,,,,,140,,,,5,,http://villa-luro.properati.com.ar/v60d_venta_departamentos_villa-luro
sell,apartment,|Argentina|Capital Federal|Colegiales|,"-34.578362,-58.449633",103500,USD,1569308.4,103500,,,,,8,1,,http://colegiales.properati.com.ar/11mz2_venta_departamentos_colegiales_gimnasio_lavadero_piscina_sum_terraza_lujoso_electrogeno_garage_amenities_estrenar_belgrano
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5312335,-58.5561517",142000,USD,2153060.8,142000,335,134,423.880597,1059.701493,,,,http://san-martin.properati.com.ar/wllm_venta_casa_san-martin_zola-emilio_5000
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,65000,USD,985556,65000,40,40,1625,1625,,,,http://haedo.properati.com.ar/116av_venta_departamentos_haedo_hidromasaje_terraza_garage_patricia-seiler-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Ricardo Rojas|,"-34.4537483809,-58.6848793762",170000,USD,2577608,170000,0,120,,1416.666667,,6,,http://ricardo-rojas.properati.com.ar/os47_venta_casa_ricardo-rojas
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,,,,,,53,52,,,8,2,,http://la-plata.properati.com.ar/v0rk_venta_departamentos_la-plata
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4756309,-58.490412",5300000,USD,80360720,5300000,5851,400,905.8280636,13250,,,,http://acassuso.properati.com.ar/zyvz_venta_casa_acassuso_doctor-eduardo-madero_1100_suite_hidromasaje_lavadero_vestidor_vista_dependencias_hussek-martinez
sell,apartment,|Argentina|Capital Federal|Almagro|,"-34.6034659,-58.4159718",125000,USD,1895300,125000,74,74,1689.189189,1689.189189,,4,,http://almagro.properati.com.ar/10b76_venta_departamentos_almagro_luminoso_migliorisi-propiedades_cy2
sell,house,|Argentina|Capital Federal|Nuñez|,"-34.5487241532,-58.4491588719",495000,USD,7505388,495000,215,205,2302.325581,2414.634146,,,,http://nunez.properati.com.ar/11ghp_venta_casa_nunez_balcon_suite_quincho_terraza_toilette_luminoso_dependencias_garage_victorino-de-la-plaza_d03
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Almirante Brown|Longchamps|,"-34.8704824,-58.410712",300000,USD,4548720,300000,0,0,,,,,,http://longchamps.properati.com.ar/rkcm_venta_casa_longchamps
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.5018292,-58.5314384",235000,USD,3563164,235000,400,226,587.5,1039.823009,,,,http://martinez.properati.com.ar/x66r_venta_casa_martinez_monsenor-larumbe_2800
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7238507,-58.258602",,,,,170,170,,,16,,4000,http://quilmes.properati.com.ar/11q7i_venta_departamentos_quilmes_baulera_suite_parrilla_terraza_toilette_vestidor_vista_dependencias_garage_placard_aire-acondicionado_gp-estudio-inmobiliario
sell,apartment,|Argentina|Capital Federal|Recoleta|,"-34.5959816,-58.40976334",310000,USD,4700344,310000,,,,,,,,http://recoleta.properati.com.ar/zixq_venta_departamentos_recoleta_lavadero_parrilla_patio_sum_terraza_garage_estrenar_grupo-zeta-inmobiliaria
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Malvinas Argentinas|Olivos Golf Club|,"-34.4667925996,-58.7031644583",530000,USD,8036072,530000,455,455,1164.835165,1164.835165,,3,5000,http://olivos-golf-club.properati.com.ar/z3tz_venta_casa_olivos-golf-club_suite_jardin_parrilla_piscina_toilette_vestidor_luminoso_vista_dependencias_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Isidro Casanova|,"-34.6775894,-58.5616913",50000,USD,758120,50000,,,,,,,,http://isidro-casanova.properati.com.ar/x0fg_venta_casa_isidro-casanova
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|,"-34.5388005,-58.4834978",172100,USD,2609449.04,172100,89,,1933.707865,,,3,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/11h2x_venta_departamentos_vicente-lopez_jardin_terraza_solimano-dal-pos-inmuebles
sell,apartment,|Argentina|Capital Federal|Congreso|,"-34.6136992,-58.3897597",120000,USD,1819488,120000,74,60,1621.621622,2000,12,2,850,http://congreso.properati.com.ar/y2s7_venta_departamentos_congreso_balcon_lavadero_terraza_luminoso_placard_buyma-propiedades
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|Haedo|,,,,,,,70,,,,3,,http://haedo.properati.com.ar/zrzt_venta_departamentos_haedo_garage_benozzi-propiedades
sell,apartment,|Argentina|Capital Federal|Saavedra|,"-34.5475074,-58.4842066",145000,USD,2198548,145000,68,52,2132.352941,2788.461538,,2,,http://saavedra.properati.com.ar/102lz_venta_departamentos_saavedra_balcon_baulera_jardin_parrilla_piscina_terraza_toilette_vestidor_garage_placard_aire-acondicionado_desarrollista-com
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4072791,-58.6602101",1290000,USD,19559496,1290000,0,430,,3000,,5,6000,http://nordelta.properati.com.ar/xl5s_venta_casa_barrio-la-isla_suite_lavadero_piscina_terraza_toilette_vestidor_vista_dependencias_garage_impecable_losa-radiante
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,265000,USD,4018036,265000,140,,1892.857143,,,3,,http://ramos-mejia.properati.com.ar/s62g_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Vicente López|,"-34.5326716,-58.4765181",170000,USD,2577608,170000,130,105,1307.692308,1619.047619,,3,,http://vicente-lopez.properati.com.ar/rpnn_venta_departamentos_vicente-lopez
sell,house,|Argentina|Bs.As. G.B.A. Zona Sur|Quilmes|Quilmes|,"-34.7172902,-58.2522941",,,,,,,,,,5,,http://quilmes.properati.com.ar/y44u_venta_casa_quilmes_suite_jardin_parrilla_quincho_terraza_toilette_vestidor_luminoso_garage_amoblado_placard_aire-acondicionado_serpico-bienes-raices
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Morón|,"-34.6579326,-58.5930778",120000,USD,1819488,120000,,,,,,3,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/11e5b_venta_casa_moron_balcon_lavadero_parrilla_patio_toilette_placard_adriana-nuti-estudio-inmobiliario_4sm
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,270000,USD,4093848,270000,110,180,2454.545455,1500,,5,,http://ramos-mejia.properati.com.ar/xddv_venta_casa_ramos-mejia
sell,apartment,|Argentina|Capital Federal|Balvanera|,"-34.6087015,-58.4039197",95000,USD,1440428,95000,57,57,1666.666667,1666.666667,,2,1230,http://balvanera.properati.com.ar/1049g_venta_departamentos_balvanera_lavadero_patio_placard_goldstein-propiedades-srl_9yp
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,"-34.4041476268,-58.6482814567",205000,USD,3108292,205000,68,68,3014.705882,3014.705882,,2,2500,http://nordelta.properati.com.ar/z3pn_venta_departamentos_nordelta_gimnasio_lavadero_piscina_garage_izrastzoff-agentes-inmobiliarios
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Escobar|Belén de Escobar|,"-34.368466,-58.779524",340000,USD,5155216,340000,,20,,17000,,5,,http://belen-de-escobar.properati.com.ar/11xzu_venta_casa_belen-de-escobar_suite_gimnasio_hidromasaje_lavadero_parrilla_piscina_vestidor_luminoso_tenis_impecable_re-max-lagos
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Nordelta|,,1480000,USD,22440352,1480000,568,533,2605.633803,2776.73546,,6,,http://nordelta.properati.com.ar/10sku_venta_casa_nordelta_suite_hidromasaje_lavadero_parrilla_piscina_terraza_toilette_vestidor_vista_kitchinete_dependencias_garage_cristian-bau-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.6036319,-58.78948",650000,ARS,648195.93,42750.22,250,,171.00088,,,,,http://moreno.properati.com.ar/12vnc_venta_casa_moreno_garage_yedro-propiedades-moreno
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Beccar|,"-34.4799299,-58.5690301",1300000,USD,19711120,1300000,0,301,,4318.936877,,6,,http://beccar.properati.com.ar/xlb2_venta_casa_beccar_suite_jardin_lavadero_piscina_vista_dependencias_garage_tenis_doble-circulacion
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Lanús|Lanús|,,80000,USD,1212992,80000,0,0,,,,2,,http://lanus.properati.com.ar/zojo_venta_departamentos_lanus_jardin_lavadero_parrilla_patio_terraza_placard_aldo-occhiuzzi-desarrollos-inmobiliarios_azh
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,"-34.4453924,-58.5510634",106633,USD,1616812.19,106633,67,55,1591.537313,1938.781818,1,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/10xhp_venta_departamentos_san-fernando_constitucion_1800_baulera_garage_achaval-toribio-acassuso
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,,,,,,40,,,,2,,http://ramos-mejia.properati.com.ar/s7w7_venta_departamentos_la-matanza
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|Tres de Febrero|Caseros|,"-34.608001,-58.568137",100000,USD,1516240,100000,,71,,1408.450704,,3,,http://caseros.properati.com.ar/103k0_venta_ph_tres-de-febrero_lavadero_patio_terraza_re-max-elite
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Rincón de Milberg|,,460000,USD,6974704,460000,505,238,910.8910891,1932.773109,,,,http://rincon-de-milberg.properati.com.ar/10yrq_venta_casa_rincon-de-milberg_0_baulera_suite_hidromasaje_lavadero_piscina_terraza_toilette_vestidor_garage_losa-radiante_latorre-propiedades_at6
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|La Plata|La Plata|,"-34.9132745,-57.9611618",,,,,110,100,,,4,3,,http://la-plata.properati.com.ar/ihh7_venta_departamento_la-plata
sell,store,|Argentina|Capital Federal|Centro / Microcentro|,"-34.6198251,-58.3771888",,,,,4100,3800,,,,7,,http://centro-microcentro.properati.com.ar/yboc_venta_local_centro-microcentro_patio_sotano_garage_aire-acondicionado_lounge-propiedades_bry
sell,store,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,170000,USD,2577608,170000,,163,,1042.944785,,,,http://ramos-mejia.properati.com.ar/xnjj_venta_local_ramos-mejia_garage
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|,"-34.469357,-58.519285",129500,USD,1963530.8,129500,,46,,2815.217391,1,2,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/y75m_venta_departamentos_san-isidro_balcon_lavadero_parrilla_piscina_garage_acassuso
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,140000,USD,2122736,140000,140,95,1000,1473.684211,,4,,http://ramos-mejia.properati.com.ar/s70l_venta_casa_la-matanza
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Sur|Avellaneda|Wilde|,"-34.7136362,-58.2598812",,,,,68,68,,,,3,,http://wilde.properati.com.ar/12qqt_venta_departamentos_wilde_balcon_hidromasaje_lavadero_piscina_sum_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
sell,PH,|Argentina|Bs.As. G.B.A. Zona Norte|Pilar|,"-34.6510201,-59.4305996",127000,USD,1925624.8,127000,95,60,1336.842105,2116.666667,,3,3500,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/1046i_venta_ph_pilar_baulera_gimnasio_jardin_parrilla_piscina_amenities_vaizer-propiedades
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4356016,-58.8116373",,,,,1294,210,,,,4,,http://bs-as-g-b-a-zona-norte.properati.com.ar/wxt4_venta_casa_bs-as-g-b-a-zona-norte_llao-llao_100
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Martínez|,"-34.4887628,-58.5010475",154000,USD,2335009.6,154000,59,59,2610.169492,2610.169492,2,,,http://martinez.properati.com.ar/11hqi_venta_departamentos_martinez_rodriguez-pena_0_patio_vista_garage_placard_mariano-meyer-propiedades-csi-5637
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Tigre|Benavidez|,"-34.4011485249,-58.7132901238",120000,USD,1819488,120000,172,172,697.6744186,697.6744186,,5,,http://benavidez.properati.com.ar/gj5f_venta_casa_benavidez
sell,apartment,|Argentina|Capital Federal|Villa Crespo|,"-34.5975665,-58.4410115",155000,USD,2350172,155000,190,55,815.7894737,2818.181818,,2,,http://villa-crespo.properati.com.ar/10b1o_venta_departamentos_villa-crespo_balcon_terraza_toilette_vestidor_migliorisi-propiedades_cy0
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|Moreno|Moreno|,"-34.62611,-58.835027",995000,ARS,992238.37,65440.72,,100,,9950,,4,,http://moreno.properati.com.ar/zlgx_venta_casa_moreno_suite_lavadero_patio_vestidor_dependencias_garage_re-max-parque-ii
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|General San Martín|San Martín|,"-34.5753907978,-58.5440653644",58000,USD,879419.2,58000,,,,,,,,http://san-martin.properati.com.ar/eezz_venta_departamento_san-martin
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Fernando|,,180000,USD,2729232,180000,0,65,,2769.230769,1,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/zsa8_venta_departamentos_san-fernando_3200_lavadero_parrilla_piscina_quincho_sum_terraza_toilette_luminoso_vista_ramos-l-j-lomas-de-san-isidro
sell,house,|Argentina|Bs.As. G.B.A. Zona Norte|Vicente López|Olivos|,"-34.5117049,-58.4798374",1150000,USD,17436760,1150000,600,600,1916.666667,1916.666667,,5,,http://olivos.properati.com.ar/114cq_venta_casa_olivos_suite_jardin_piscina_vestidor_vista_dependencias_garage_impecable_solimano-dal-pos-inmuebles
sell,PH,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|Ramos Mejía|,,83000,USD,1258479.2,83000,29,60,2862.068966,1383.333333,,3,,http://ramos-mejia.properati.com.ar/s70o_venta_ph_la-matanza
sell,apartment,|Argentina|Capital Federal|Belgrano|,"-34.5670929999,-58.4470949374",300000,USD,4548720,300000,95,90,3157.894737,3333.333333,,,,http://belgrano.properati.com.ar/10k1c_venta_departamentos_belgrano_balcon_baulera_lavadero_luminoso_garage_roberto-siconolfi-propiedes
sell,house,|Argentina|Bs.As. G.B.A. Zona Oeste|La Matanza|San Justo|,"-34.6805247,-58.5721565",,,,,,,,,,,,http://san-justo-la-matanza.properati.com.ar/kree_venta_casa_mataderos
sell,apartment,|Argentina|Capital Federal|Parque Avellaneda|,"-34.645401,-58.4931185",95000,USD,1440428,95000,44,44,2159.090909,2159.090909,,2,,http://parque-avellaneda.properati.com.ar/oda7_venta_departamentos_parque-avellaneda_bruix-av-_4800
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|,"-34.4175825,-58.6931569",225000,USD,3411540,225000,0,65,,3461.538462,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/xkrt_venta_departamentos_bs-as-g-b-a-zona-norte_las-heras_2100_balcon_gimnasio_jardin_lavadero_parrilla_piscina_sum_terraza_sauna_garage_aire-acondicionado_estrenar
sell,apartment,|Argentina|Bs.As. G.B.A. Zona Norte|San Isidro|Acassuso|,"-34.4748244,-58.5117854",135000,USD,2046924,135000,0,63,,2142.857143,,,,http://acassuso.properati.com.ar/vg98_venta_departamentos_acassuso_avenida-santa-fe_100
sell,apartment,|Argentina|Capital Federal|Nuñez|,"-34.554806,-58.4787521",176000,USD,2668582.4,176000,79,,2227.848101,,,,,http://nunez.properati.com.ar/rerr_venta_departamentos_nunez
